QuestionText,Category,Answer
"['تم', 'اكتشاف', 'البترول', 'لأول']",البيئة والطاقة,"['تم', 'اكتشاف', 'البترول', 'لأول', 'مرة', 'عام', '1859', 'ولاية', 'الولايات', 'المتحدة', 'الأمريكية']"
"['تم', 'اختراع', 'الحاسوب']",التكنولوجيا,"['تم', 'اختراع', 'الحاسوب', 'الشخصي', 'السبعينيات', 'القرن', 'العشرين']"
"['تم', 'اختراع']",العلوم,"['تم', 'اختراع', 'الكهرباء', 'وتطويرها', 'كطاقة', 'عملية', 'أواخر', 'القرن', 'التاسع', 'عشر']"
"['تم', 'تأسيس', 'منظمة', 'الصحة']",الصحة,"['تم', 'تأسيس', 'منظمة', 'الصحة', 'العالمية', '7', '1948']"
"['تم', 'بناء', 'سور', 'الصين']",التاريخ,"['بدأ', 'بناء', 'سور', 'الصين', 'العظيم', 'القرن', 'الثالث', 'الميلاد', 'واستمر', 'عبر', 'عدة', 'سلالات', 'حاكمة']"
"['تم', 'اكتشاف', 'القارة']",الجغرافيا,"['تم', 'اكتشاف', 'القارة', 'الأمريكية', 'عام', '1492', 'بواسطة', 'كريستوفر', 'كولومبوس']"
"['تم', 'اكتشاف', 'كوكب']",العلوم,"['تم', 'اكتشاف', 'كوكب', 'نبتون', 'عام', '1846']"
"['تم', 'توقيع', 'معاهدة', 'السلام', 'العالمية']",التاريخ,"['تم', 'توقيع', 'معاهدة', 'السلام', 'العالمية', 'معاهدة', 'عام', '1648']"
"['تم', 'اختراع']",التكنولوجيا,"['تم', 'اختراع', 'الطباعة', 'القرن', 'الخامس', 'يد', 'يوهانس', 'جوتنبرج']"
"['تم', 'اكتشاف']",العلوم,"['تم', 'اكتشاف', 'البنسلين', 'عام', '1928', 'بواسطة', 'ألكسندر', 'فليمنغ']"
"['تم', 'بناء', 'برج']",التاريخ,"['تم', 'بناء', 'برج', 'إيفل', 'عام', '1889']"
"['تم', 'اكتشاف']",العلوم,"['تم', 'اكتشاف', 'الكهرباء', 'وتطويرها', 'القرن', 'الثامن', 'يد', 'بنجامين', 'فرانكلين']"
"['تم', 'تأسيس', 'الأمم']",السياسة والقانون,"['تم', 'تأسيس', 'الأمم', 'المتحدة', '24', '1945']"
"['تم', 'اكتشاف', 'كوكب']",العلوم,"['تم', 'اكتشاف', 'كوكب', 'بلوتو', 'عام', '1930', 'بواسطة', 'كلايد', 'تومبو']"
"['تم', 'تأسيس', 'منظمة', 'الأمم', 'المتحدة', 'للتربية', 'والعلم', 'والثقافة', 'اليونسكو']",التعليم,"['تم', 'تأسيس', 'منظمة', 'اليونسكو', '16', '1945']"
"['تم', 'اختراع']",التكنولوجيا,"['تم', 'اختراع', 'الهاتف', 'عام', '1876', 'بواسطة', 'ألكسندر', 'جراهام', 'بيل']"
"['تم', 'اكتشاف']",العلوم,"['تم', 'اكتشاف', 'البنسلين', 'عام', '1928', 'بواسطة', 'ألكسندر', 'فليمنغ']"
"['تم', 'بناء', 'تاج']",التاريخ,"['تم', 'بناء', 'تاج', 'محل', 'القرن', 'السابع', 'عامي', '1632', 'و1653']"
"['تم', 'توقيع', 'اتفاقية', 'باريس']",البيئة والطاقة,"['تم', 'توقيع', 'اتفاقية', 'باريس', 'للمناخ', '12', '2015']"
"['تم', 'إطلاق', 'قمر', 'صناعي']",العلوم,"['تم', 'إطلاق', 'قمر', 'صناعي', 'سبوتنك', '4', '1957']"
"['تم', 'تأسيس', 'منظمة', 'الصليب']",الصحة,"['تم', 'تأسيس', 'منظمة', 'الصليب', 'الأحمر', '17', '1863']"
"['تم', 'افتتاح', 'قناة']",التاريخ,"['تم', 'افتتاح', 'قناة', 'السويس', '17', '1869']"
"['تم', 'اكتشاف', 'النفط', 'الشرق']",التاريخ,"['تم', 'اكتشاف', 'النفط', 'الشرق', 'الأوسط', 'لأول', 'مرة', 'عام', '1908', 'إيران']"
"['تم', 'بناء', 'سور', 'الصين']",التاريخ,"['تم', 'بناء', 'سور', 'الصين', 'العظيم', 'خلال', 'عهد', 'أسرة', 'تشين', 'الميلاد']"
"['تم', 'افتتاح', 'برج', 'خليفة']",التكنولوجيا,"['تم', 'افتتاح', 'برج', 'خليفة', 'دبي', '4', '2010']"
"['تم', 'تأسيس', 'الاتحاد']",السياسة والقانون,"['تم', 'تأسيس', 'الاتحاد', 'الأوروبي', '1', '1993']"
"['تم', 'اكتشاف']",التاريخ,"['تم', 'اكتشاف', 'أمريكا', '1492', 'بواسطة', 'كريستوفر', 'كولومبوس']"
"['تم', 'بناء', 'تاج']",التاريخ,"['تم', 'بناء', 'تاج', 'محل', 'القرن', 'السابع', 'بأمر', 'الإمبراطور', 'المغولي', 'شاه', 'جهان']"
"['تم', 'بناء', 'برج']",التاريخ,"['تم', 'بناء', 'برج', 'إيفل', 'عام', '1889']"
"['تم', 'تأسيس', 'منظمة', 'الصحة']",الصحة,"['تم', 'تأسيس', 'منظمة', 'الصحة', 'العالمية', '7', '1948']"
"['تم', 'تأسيس', 'منظمة', 'التجارة']",الاقتصاد والعمل,"['تم', 'تأسيس', 'منظمة', 'التجارة', 'العالمية', '1', '1995']"
"['تم', 'افتتاح', 'قناة']",التاريخ,"['تم', 'افتتاح', 'قناة', 'بنما', '15', '1914']"
"['تم', 'اكتشاف']",العلوم,"['تم', 'اكتشاف', 'البنسلين', 'عام', '1928', 'بواسطة', 'ألكسندر', 'فليمنغ']"
"['تم', 'تأسيس', 'منظمة', 'الأمم']",السياسة والقانون,"['تم', 'تأسيس', 'منظمة', 'الأمم', 'المتحدة', '24', '1945']"
"['تم', 'اكتشاف', 'النفط', 'الشرق']",التاريخ,"['تم', 'اكتشاف', 'النفط', 'الشرق', 'الأوسط', 'لأول', 'مرة', 'عام', '1908', 'إيران']"
"['تبدأ', 'السنة', 'الدراسية', 'معظم']",التعليم,"['السنة', 'الدراسية', 'تبدأ', 'معظم', 'البلدان', 'بداية', 'شهر', 'سبتمبر']"
"['يتم', 'الاحتفال', 'بيوم']",البيئة والطاقة,"['يتم', 'الاحتفال', 'بيوم', 'الأرض', '22', 'عام']"
"['تم', 'تأسيس', 'الأمم']",التاريخ,"['تم', 'تأسيس', 'الأمم', 'المتحدة', '24', '1945']"
"['حدثت', 'الثورة']",التاريخ,"['الثورة', 'الصناعية', 'بدأت', 'أواخر', 'القرن', 'الثامن', 'واستمرت', 'القرن', 'التاسع', 'عشر']"
"['تم', 'توقيع', 'معاهدة', 'باريس']",البيئة والطاقة,"['تم', 'توقيع', 'معاهدة', 'باريس', 'للمناخ', '12', '2015']"
"['بدأت', 'الثورة']",التكنولوجيا,"['الثورة', 'الرقمية', 'بدأت', 'أواخر', 'القرن', 'العشرين', 'تطور', 'التكنولوجيا', 'الرقمية', 'والإنترنت']"
"['ينتهي', 'فصل', 'الشتاء', 'نصف', 'الكرة']",البيئة والطاقة,"['فصل', 'الشتاء', 'نصف', 'الكرة', 'الشمالي', 'ينتهي', 'عادة', '20', 'مارس']"
"['يحدث', 'الانقلاب', 'الصيفي', 'النصف', 'الشمالي', 'الكرة']",البيئة والطاقة,"['الانقلاب', 'الصيفي', 'النصف', 'الشمالي', 'يحدث', 'عادة', '21', 'يونيو']"
"['ظهرت', 'أولى', 'تقنيات', 'الذكاء']",التكنولوجيا,"['أولى', 'تقنيات', 'الذكاء', 'الاصطناعي', 'ظهرت', 'الخمسينات', 'القرن', 'بداية', 'الأبحاث', 'مجال', 'الذكاء', 'الاصطناعي']"
"['تم', 'بناء', 'سور', 'الصين']",التاريخ,"['تم', 'بناء', 'سور', 'الصين', 'العظيم', 'القرن', 'الثالث', 'الميلاد', 'والقرن', 'السابع', 'عشر']"
"['بدأ', 'استخدام', 'الإنترنت', 'نطاق']",التكنولوجيا,"['بدأ', 'استخدام', 'الإنترنت', 'نطاق', 'واسع', 'أوائل', 'التسعينيات', 'القرن', 'العشرين']"
"['تأسست', 'منظمة', 'الأمم']",التاريخ,"['تأسست', 'منظمة', 'الأمم', 'المتحدة', '24', '1945']"
"['بدأت', 'الثورة']",التاريخ,"['بدأت', 'الثورة', 'الصناعية', 'أواخر', 'القرن', 'الثامن', 'بريطانيا']"
"['تم', 'اكتشاف']",العلوم,"['تم', 'اكتشاف', 'البنسلين', 'عام', '1928', 'بواسطة', 'ألكسندر', 'فليمنغ']"
"['حدثت', 'الثورة']",التاريخ,"['حدثت', 'الثورة', 'الفرنسية', 'عام', '1789']"
"['أيان', 'تبدأ', 'السنة', 'الدراسية', 'المدارس']",التعليم,"['السنة', 'الدراسية', 'المدارس', 'العامة', 'تبدأ', 'عادة', 'عام']"
"['تم', 'اختراع']",التاريخ,"['تم', 'اختراع', 'الطباعة', 'يد', 'يوهانس', 'غوتنبرغ', 'منتصف', 'القرن', 'الخامس', 'عشر']"
"['تم', 'بناء', 'الأهرامات']",التاريخ,"['تم', 'بناء', 'الأهرامات', 'مصر', 'خلال', 'الفترة', '2600', '2500', 'الميلاد']"
"['بدأت', 'الثورة']",التاريخ,"['بدأت', 'الثورة', 'الصناعية', 'أواخر', 'القرن', 'الثامن', 'بريطانيا']"
"['تم', 'اكتشاف']",التاريخ,"['تم', 'اكتشاف', 'أمريكا', 'عام', '1492', 'بواسطة', 'كريستوفر', 'كولومبوس']"
"['بدأت', 'الحرب', 'العالمية']",التاريخ,"['بدأت', 'الحرب', 'العالمية', 'الأولى', '28', '1914']"
"['تم', 'تأسيس', 'الأمم']",التاريخ,"['تم', 'تأسيس', 'الأمم', 'المتحدة', '24', '1945']"
"['ظهرت', 'أولى', 'الحضارات']",التاريخ,"['ظهرت', 'أولى', 'الحضارات', 'العالم', 'حوالي', '3500', 'الميلاد', 'منطقة', 'الهلال', 'الخصيب']"
"['تم', 'اختراع']",التكنولوجيا,"['اختراع', 'الكهرباء', 'أواخر', 'القرن', 'التاسع', 'عشر']"
"['أقيمت', 'دورة', 'ألعاب', 'أولمبية']",الرياضة,"['أقيمت', 'دورة', 'ألعاب', 'أولمبية', 'حديثة', 'عام', '1896', 'اليونان']"
"['حدثت', 'الثورة']",التاريخ,"['حدثت', 'الثورة', 'الفرنسية', 'عام', '1789']"
"['تم', 'بناء', 'سور', 'الصين']",التاريخ,"['تم', 'بناء', 'سور', 'الصين', 'العظيم', 'مدى', 'عدة', 'وكان', 'البناء', 'الرئيسي', 'القرنين', 'الثالث', 'الميلاد', 'والسابع', 'عشر']"
"['تم', 'اكتشاف', 'قارة']",التاريخ,"['تم', 'اكتشاف', 'قارة', 'أمريكا', 'عام', '1492', 'بواسطة', 'كريستوفر', 'كولومبوس']"
"['تم', 'تأسيس', 'الأمم']",التاريخ,"['تم', 'تأسيس', 'الأمم', 'المتحدة', '24', '1945']"
"['بدأت', 'الثورة']",التاريخ,"['بدأت', 'الثورة', 'الصناعية', 'أواخر', 'القرن', 'الثامن', 'عشر']"
"['تم', 'اختراع']",التكنولوجيا,"['تم', 'اختراع', 'الهاتف', 'عام', '1876', 'بواسطة', 'ألكسندر', 'غراهام', 'بيل']"
"['تم', 'بناء', 'الأهرامات']",التاريخ,"['تم', 'بناء', 'الأهرامات', 'مصر', 'حوالي', 'الميلاد']"
"['بدأت', 'الحرب', 'العالمية']",التاريخ,"['بدأت', 'الحرب', 'العالمية', 'الثانية', 'الأول', 'عام', '1939']"
"['تم', 'اكتشاف']",العلوم,"['تم', 'اكتشاف', 'الكهرباء', 'القرن', 'السابع', 'العالم', 'ويليام', 'جيلبرت']"
"['تم', 'توقيع', 'معاهدة']",التاريخ,"['تم', 'توقيع', 'معاهدة', 'فرساي', '28', '1919']"
"['تم', 'اكتشاف', 'قارة']",الجغرافيا,"['تم', 'اكتشاف', 'قارة', 'أستراليا', 'عام', '1606', 'بواسطة', 'المستكشف', 'الهولندي', 'ويليم', 'جانسون']"
"['تم', 'اختراع']",التاريخ,"['تم', 'اختراع', 'الطباعة', 'منتصف', 'القرن', 'الخامس', 'يد', 'يوهانس', 'غوتنبرغ']"
"['تم', 'اكتشاف', 'الدورة']",العلوم,"['تم', 'اكتشاف', 'الدورة', 'الدموية', 'القرن', 'السابع', 'بواسطة', 'الطبيب', 'ويليام', 'هارفي']"
"['تم', 'تأسيس', 'منظمة', 'الأمم']",السياسة والقانون,"['تم', 'تأسيس', 'منظمة', 'الأمم', 'المتحدة', '24', '1945', 'الحرب', 'العالمية', 'الثانية']"
"['تأسست', 'جامعة']",التعليم,"['تأسست', 'جامعة', 'هارفارد', 'عام', '1636']"
"['تم', 'اختراع']",التكنولوجيا,"['تم', 'اختراع', 'الطائرة', 'عام', '1903', 'بواسطة', 'الأخوين', 'رايت']"
"['انتهت', 'الحرب', 'العالمية']",التاريخ,"['انتهت', 'الحرب', 'العالمية', 'الأولى', '11', '1918']"
"['انتهت', 'الحرب', 'العالمية']",التاريخ,"['انتهت', 'الحرب', 'العالمية', 'الأولى', '11', '1918']"
"['تم', 'إطلاق', 'قمر']",العلوم,"['تم', 'إطلاق', 'قمر', 'سبوتنيك', '4', '1957']"
"['تأسست', 'منظمة', 'الصحة']",الصحة,"['تأسست', 'منظمة', 'الصحة', 'العالمية', '7', '1948']"
"['تم', 'اختراع', 'الكمبيوتر']",التكنولوجيا,"['تم', 'اختراع', 'الكمبيوتر', 'الحديث', 'الأربعينيات', 'القرن', 'العشرين']"
"['تم', 'بناء', 'سور', 'الصين']",التاريخ,"['تم', 'بناء', 'سور', 'الصين', 'العظيم', 'خلال', 'القرن', 'الثالث', 'الميلاد', 'واستمر', 'البناء', 'لعدة', 'قرون']"
"['بدأت', 'الثورة']",التاريخ,"['بدأت', 'الثورة', 'الصناعية', 'أواخر', 'القرن', 'الثامن', 'بريطانيا']"
"['تم', 'اكتشاف']",العلوم,"['تم', 'اكتشاف', 'الكهرباء', 'القرن', 'السابع', 'يد', 'ويليام', 'جيلبرت', 'صاغ', 'نظرية', 'حول', 'الكهرباء', 'والمغناطيسية']"
"['تم', 'اكتشاف']",العلوم,"['تم', 'اكتشاف', 'البنسلين', 'عام', '1928', 'ألكسندر', 'فليمنغ']"
"['تم', 'استخدام']",العلوم,"['تم', 'استخدام', 'تلسكوب', 'عام', '1608', 'بواسطة', 'هانز', 'ليبرشي']"
"['تم', 'اختراع', 'الكمبيوتر']",التكنولوجيا,"['تم', 'اختراع', 'الكمبيوتر', 'الشخصي', 'السبعينيات', 'القرن', 'العشرين']"
"['تم', 'اختراع']",التكنولوجيا,"['تم', 'اختراع', 'الطباعة', 'منتصف', 'القرن', 'الخامس', 'بواسطة', 'يوهانس', 'غوتنبرغ']"
"['تم', 'اكتشاف']",التاريخ,"['تم', 'اكتشاف', 'أمريكا', 'عام', '1492', 'بواسطة', 'كريستوفر', 'كولومبوس']"
"['اذكر', 'النسبة', 'انخفض', 'الرقم', 'القياسي', 'الكمي', 'للصادرات', 'الزراعية', 'عام', '2006']",السياسة والقانون,"['وتراجع', 'الثاني', 'بنسبة', 'خلال', 'عام', '2006']"
